mp_num,init_age,initial_pols_if,sum_assured
103,56,1.0,146132.0
104,62,1.0,171381.0
105,34,1.0,67401.0
106,31,1.0,224713.0
107,74,1.0,21236.0
108,56,1.0,68737.0
109,36,1.0,39880.0
110,55,1.0,108702.0
111,41,1.0,236733.0
112,67,1.0,208460.0
113,47,1.0,128411.0
114,37,1.0,106523.0
115,57,1.0,19432.0
116,61,1.0,127718.0
117,40,1.0,71112.0
118,61,1.0,10230.0
119,32,1.0,212803.0
120,33,1.0,183375.0
121,65,1.0,235512.0
122,54,1.0,122359.0
123,21,1.0,129220.0
124,57,1.0,144603.0
125,36,1.0,221747.0
126,35,1.0,59415.0
127,43,1.0,26454.0
128,44,1.0,169390.0
129,69,1.0,132243.0
130,43,1.0,152224.0
131,36,1.0,222955.0
132,62,1.0,227546.0
133,49,1.0,100853.0
134,20,1.0,175253.0
135,54,1.0,128113.0
136,47,1.0,143405.0
137,51,1.0,205120.0
138,30,1.0,77103.0
139,46,1.0,31960.0
140,55,1.0,173739.0
141,57,1.0,83282.0
142,57,1.0,81452.0
143,74,1.0,40047.0
144,47,1.0,238403.0
145,43,1.0,210201.0
146,49,1.0,185425.0
147,38,1.0,140396.0
148,37,1.0,17023.0
149,57,1.0,243053.0
150,37,1.0,57073.0
151,61,1.0,181653.0
152,60,1.0,141281.0
153,72,1.0,77478.0
154,27,1.0,119569.0
155,39,1.0,148353.0
156,62,1.0,178501.0
157,43,1.0,188827.0
158,56,1.0,18322.0
159,60,1.0,219051.0
160,68,1.0,182752.0
161,32,1.0,197789.0
162,34,1.0,93329.0
163,45,1.0,176573.0
164,47,1.0,156945.0
165,69,1.0,91170.0
166,22,1.0,50321.0
167,33,1.0,149877.0
168,70,1.0,194795.0
169,53,1.0,92737.0
170,57,1.0,218258.0
171,33,1.0,218469.0
172,54,1.0,192900.0
173,40,1.0,40705.0
174,60,1.0,133176.0
175,24,1.0,245780.0
176,35,1.0,72306.0
177,55,1.0,18653.0
178,53,1.0,134421.0
179,66,1.0,73951.0
180,64,1.0,187680.0
181,20,1.0,236008.0
182,24,1.0,113481.0
183,39,1.0,201612.0
184,72,1.0,181705.0
185,46,1.0,171056.0
186,69,1.0,17748.0
187,23,1.0,184051.0
188,72,1.0,196659.0
189,23,1.0,27990.0
190,64,1.0,227928.0
191,68,1.0,121064.0
192,36,1.0,195154.0
193,36,1.0,177516.0
194,51,1.0,201862.0
195,59,1.0,15362.0
196,26,1.0,164381.0
197,33,1.0,86281.0
198,61,1.0,100140.0
199,64,1.0,42538.0
200,28,1.0,147109.0
201,68,1.0,183240.0
202,67,1.0,68478.0
203,67,1.0,47465.0
204,33,1.0,238321.0
205,56,1.0,68119.0
206,28,1.0,88823.0
207,30,1.0,221547.0
208,23,1.0,110437.0
209,47,1.0,89484.0
210,59,1.0,26674.0
211,30,1.0,199173.0
212,30,1.0,186618.0
213,35,1.0,75436.0
214,30,1.0,156233.0
215,65,1.0,23810.0
216,29,1.0,65724.0
217,35,1.0,204600.0
218,36,1.0,237446.0
219,31,1.0,195084.0
220,71,1.0,182917.0
221,31,1.0,170146.0
222,46,1.0,27622.0
223,51,1.0,143266.0
224,34,1.0,171751.0
225,45,1.0,193180.0
226,29,1.0,180711.0
227,46,1.0,89062.0
228,21,1.0,149194.0
229,44,1.0,203816.0
230,40,1.0,128908.0
231,39,1.0,108951.0
232,26,1.0,31622.0
233,74,1.0,141342.0
234,21,1.0,180032.0
235,28,1.0,94962.0
236,25,1.0,190628.0
237,73,1.0,248420.0
238,37,1.0,59822.0
239,43,1.0,159192.0
240,61,1.0,90584.0
241,22,1.0,68206.0
242,23,1.0,144080.0
243,30,1.0,102140.0
244,57,1.0,158786.0
245,73,1.0,169093.0
246,54,1.0,108983.0
247,67,1.0,13263.0
248,68,1.0,229037.0
249,35,1.0,240858.0
250,30,1.0,75988.0
251,28,1.0,216680.0
252,63,1.0,229005.0
253,56,1.0,62974.0
254,67,1.0,126294.0
255,47,1.0,29256.0
256,73,1.0,116540.0
257,69,1.0,83599.0
258,64,1.0,49167.0
259,64,1.0,143415.0
260,26,1.0,40868.0
261,60,1.0,94758.0
262,72,1.0,217185.0
263,36,1.0,173120.0
264,64,1.0,203383.0
265,39,1.0,65999.0
266,31,1.0,144890.0
267,60,1.0,80345.0
268,29,1.0,118622.0
269,46,1.0,156127.0
270,71,1.0,101372.0
271,28,1.0,137001.0
272,28,1.0,151158.0
273,71,1.0,40883.0
274,62,1.0,15193.0
275,45,1.0,31502.0
276,42,1.0,221875.0
277,73,1.0,246628.0
278,59,1.0,45104.0
279,69,1.0,94692.0
280,25,1.0,89921.0
281,49,1.0,152618.0
282,59,1.0,83899.0
283,21,1.0,239466.0
284,48,1.0,53906.0
285,23,1.0,125400.0
286,69,1.0,62941.0
287,57,1.0,106289.0
288,30,1.0,58200.0
289,48,1.0,31121.0
290,26,1.0,226322.0
291,64,1.0,149825.0
292,30,1.0,171131.0
293,53,1.0,107022.0
294,24,1.0,47804.0
295,28,1.0,242655.0
296,73,1.0,91398.0
297,41,1.0,187578.0
298,26,1.0,226803.0
299,58,1.0,144405.0
300,31,1.0,108449.0
301,52,1.0,71591.0
302,64,1.0,22026.0
303,57,1.0,27424.0
304,33,1.0,170907.0
305,33,1.0,230803.0
306,32,1.0,191972.0
307,54,1.0,83911.0
308,56,1.0,37266.0
309,48,1.0,58768.0
310,41,1.0,215834.0
311,23,1.0,70051.0
312,65,1.0,140390.0
313,56,1.0,248728.0
314,55,1.0,249756.0
315,25,1.0,61761.0
316,35,1.0,240030.0
317,36,1.0,84077.0
318,52,1.0,209803.0
319,63,1.0,66561.0
320,67,1.0,19361.0
321,48,1.0,202837.0
322,40,1.0,119447.0
323,42,1.0,246637.0
324,60,1.0,94923.0
325,37,1.0,97986.0
326,42,1.0,145913.0
327,63,1.0,200890.0
328,49,1.0,14983.0
329,45,1.0,162215.0
330,60,1.0,68281.0
331,35,1.0,63863.0
332,23,1.0,31099.0
333,63,1.0,12038.0
334,45,1.0,82916.0
335,37,1.0,165226.0
336,25,1.0,112619.0
337,70,1.0,37917.0
338,59,1.0,127892.0
339,35,1.0,207519.0
340,53,1.0,210710.0
341,45,1.0,149533.0
342,37,1.0,142468.0
343,37,1.0,97790.0
344,24,1.0,127350.0
345,73,1.0,195246.0
346,70,1.0,113809.0
347,67,1.0,211810.0
348,37,1.0,157319.0
349,74,1.0,107704.0
350,35,1.0,231428.0
351,65,1.0,223007.0
352,25,1.0,105680.0
353,37,1.0,187915.0
354,51,1.0,232984.0
355,73,1.0,151279.0
356,34,1.0,234920.0
357,43,1.0,29159.0
358,66,1.0,235149.0
359,45,1.0,173612.0
360,57,1.0,47954.0
361,43,1.0,38862.0
362,20,1.0,185363.0
363,35,1.0,69847.0
364,51,1.0,18167.0
365,21,1.0,58380.0
366,32,1.0,35210.0
367,72,1.0,50895.0
368,20,1.0,136990.0
369,33,1.0,137945.0
370,54,1.0,117592.0
371,50,1.0,189228.0
372,31,1.0,13817.0
373,23,1.0,223367.0
374,69,1.0,247565.0
375,50,1.0,236735.0
376,51,1.0,73620.0
377,23,1.0,220815.0
378,31,1.0,187950.0
379,24,1.0,126181.0
380,73,1.0,247300.0
381,62,1.0,64495.0
382,50,1.0,150356.0
383,57,1.0,61237.0
384,29,1.0,71382.0
385,74,1.0,209544.0
386,48,1.0,162668.0
387,48,1.0,181319.0
388,72,1.0,95760.0
389,25,1.0,231551.0
390,43,1.0,119374.0
391,24,1.0,88651.0
392,43,1.0,54684.0
393,34,1.0,73456.0
394,45,1.0,199287.0
395,58,1.0,89997.0
396,35,1.0,87164.0
397,22,1.0,102962.0
398,28,1.0,88519.0
399,59,1.0,135418.0
400,51,1.0,244716.0
401,73,1.0,237540.0
402,69,1.0,234155.0
403,28,1.0,154756.0
404,60,1.0,246372.0
405,24,1.0,97784.0
406,25,1.0,57736.0
407,63,1.0,227314.0
408,42,1.0,206508.0
409,74,1.0,103371.0
410,20,1.0,67688.0
411,47,1.0,98778.0
412,36,1.0,113762.0
413,74,1.0,210337.0
414,56,1.0,103460.0
415,62,1.0,125458.0
416,35,1.0,54201.0
417,69,1.0,185705.0
418,66,1.0,160467.0
419,63,1.0,45393.0
420,46,1.0,77850.0
421,70,1.0,84587.0
422,56,1.0,157551.0
423,23,1.0,15098.0
424,68,1.0,150014.0
425,21,1.0,71609.0
426,57,1.0,228170.0
427,33,1.0,207329.0
428,69,1.0,144265.0
429,60,1.0,81457.0
430,64,1.0,73344.0
431,58,1.0,24097.0
432,51,1.0,101606.0
433,67,1.0,45580.0
434,36,1.0,160865.0
435,49,1.0,216829.0
436,36,1.0,28634.0
437,26,1.0,224680.0
438,68,1.0,106923.0
439,47,1.0,16801.0
440,22,1.0,30060.0
441,65,1.0,10053.0
442,71,1.0,152090.0
443,56,1.0,74795.0
444,37,1.0,122435.0
445,67,1.0,184993.0
446,60,1.0,110637.0
447,35,1.0,57266.0
448,38,1.0,211118.0
449,74,1.0,59527.0
450,72,1.0,184009.0
451,57,1.0,175025.0
452,22,1.0,202264.0
453,32,1.0,116952.0
454,39,1.0,232943.0
455,49,1.0,39050.0
456,67,1.0,138773.0
457,66,1.0,179601.0
458,35,1.0,217533.0
459,25,1.0,165724.0
460,35,1.0,168776.0
461,32,1.0,240895.0
462,69,1.0,108710.0
463,20,1.0,138074.0
464,65,1.0,171761.0
465,56,1.0,74462.0
466,25,1.0,102940.0
467,57,1.0,175122.0
468,51,1.0,104623.0
469,20,1.0,228086.0
470,32,1.0,146502.0
471,39,1.0,176656.0
472,31,1.0,48867.0
473,51,1.0,242867.0
474,53,1.0,248640.0
475,29,1.0,170784.0
476,26,1.0,60366.0
477,56,1.0,140216.0
478,45,1.0,33735.0
479,34,1.0,23325.0
480,34,1.0,82724.0
481,22,1.0,63505.0
482,66,1.0,239964.0
483,66,1.0,189486.0
484,50,1.0,181309.0
485,39,1.0,192760.0
486,31,1.0,96329.0
487,36,1.0,248495.0
488,70,1.0,149402.0
489,24,1.0,60226.0
490,65,1.0,171668.0
491,36,1.0,142642.0
492,34,1.0,156173.0
493,64,1.0,74044.0
494,72,1.0,150411.0
495,74,1.0,27860.0
496,34,1.0,205676.0
497,52,1.0,155177.0
498,36,1.0,169127.0
499,30,1.0,148390.0
500,41,1.0,246972.0
501,23,1.0,29833.0
502,29,1.0,122217.0
503,52,1.0,171142.0
504,57,1.0,154535.0
505,34,1.0,183258.0
506,50,1.0,245214.0
507,62,1.0,126323.0
508,69,1.0,201411.0
509,51,1.0,129409.0
510,33,1.0,187655.0
511,59,1.0,129835.0
512,29,1.0,118442.0
513,27,1.0,241450.0
514,39,1.0,174527.0
515,38,1.0,173784.0
516,28,1.0,134680.0
517,22,1.0,26391.0
518,72,1.0,96045.0
519,57,1.0,21954.0
520,59,1.0,187652.0
521,23,1.0,201262.0
522,63,1.0,17583.0
523,40,1.0,129727.0
524,61,1.0,226244.0
525,46,1.0,35468.0
526,33,1.0,95773.0
527,34,1.0,38529.0
528,27,1.0,129629.0
529,65,1.0,137852.0
530,43,1.0,104047.0
531,62,1.0,210959.0
532,65,1.0,108335.0
533,29,1.0,36270.0
534,38,1.0,201277.0
535,26,1.0,61100.0
536,20,1.0,183634.0
537,74,1.0,114286.0
538,56,1.0,62415.0
539,44,1.0,33868.0
540,31,1.0,208424.0
541,52,1.0,62524.0
542,49,1.0,247171.0
543,32,1.0,135435.0
544,20,1.0,184536.0
545,45,1.0,145902.0
546,47,1.0,249581.0
547,63,1.0,67481.0
548,41,1.0,103956.0
549,25,1.0,221843.0
550,68,1.0,55962.0
551,42,1.0,160960.0
552,59,1.0,225239.0
553,22,1.0,248019.0
554,21,1.0,202012.0
555,21,1.0,26811.0
556,63,1.0,146272.0
557,33,1.0,174906.0
558,63,1.0,83373.0
559,71,1.0,172537.0
560,56,1.0,228540.0
561,74,1.0,165127.0
562,71,1.0,128483.0
563,59,1.0,192119.0
564,64,1.0,81216.0
565,53,1.0,170395.0
566,32,1.0,131618.0
567,25,1.0,156635.0
568,40,1.0,127712.0
569,46,1.0,109579.0
570,39,1.0,22438.0
571,25,1.0,159218.0
572,47,1.0,244534.0
573,47,1.0,95014.0
574,72,1.0,159925.0
575,72,1.0,183674.0
576,53,1.0,154896.0
577,66,1.0,226057.0
578,37,1.0,233674.0
579,73,1.0,219087.0
580,71,1.0,110950.0
581,26,1.0,43609.0
582,58,1.0,106131.0
583,45,1.0,135518.0
584,34,1.0,20184.0
585,42,1.0,211194.0
586,69,1.0,222565.0
587,70,1.0,161717.0
588,38,1.0,149239.0
589,45,1.0,102966.0
590,48,1.0,244716.0
591,60,1.0,114684.0
592,46,1.0,59480.0
593,41,1.0,240629.0
594,70,1.0,210482.0
595,40,1.0,88545.0
596,34,1.0,144006.0
597,37,1.0,150454.0
598,38,1.0,220506.0
599,50,1.0,141415.0
600,56,1.0,110352.0
601,27,1.0,152039.0
602,68,1.0,243363.0
603,33,1.0,22546.0
604,26,1.0,165312.0
605,56,1.0,29767.0
606,31,1.0,73072.0
607,61,1.0,176987.0
608,72,1.0,180428.0
609,58,1.0,210076.0
610,62,1.0,139741.0
611,47,1.0,202476.0
612,39,1.0,130765.0
613,53,1.0,58385.0
614,39,1.0,116904.0
615,68,1.0,51421.0
616,45,1.0,141012.0
617,47,1.0,133865.0
618,57,1.0,72697.0
619,30,1.0,126696.0
620,50,1.0,154877.0
621,61,1.0,114341.0
622,62,1.0,63661.0
623,32,1.0,238917.0
624,22,1.0,202608.0
625,30,1.0,61109.0
626,65,1.0,124406.0
627,34,1.0,100757.0
628,23,1.0,249186.0
629,52,1.0,183164.0
630,68,1.0,165757.0
631,32,1.0,45305.0
632,22,1.0,55655.0
633,27,1.0,233526.0
634,27,1.0,117756.0
635,31,1.0,13594.0
636,29,1.0,129235.0
637,55,1.0,158362.0
638,32,1.0,79774.0
639,50,1.0,112114.0
640,42,1.0,76265.0
641,55,1.0,116073.0
642,56,1.0,246210.0
643,52,1.0,120202.0
644,69,1.0,203553.0
645,30,1.0,40880.0
646,48,1.0,199576.0
647,41,1.0,131554.0
648,49,1.0,97985.0
649,27,1.0,148341.0
650,37,1.0,94165.0
651,71,1.0,204333.0
652,64,1.0,199396.0
653,43,1.0,65194.0
654,26,1.0,113686.0
655,55,1.0,43228.0
656,36,1.0,11339.0
657,38,1.0,81156.0
658,25,1.0,144545.0
659,35,1.0,192235.0
660,31,1.0,237976.0
661,21,1.0,111488.0
662,52,1.0,10823.0
663,73,1.0,165983.0
664,26,1.0,59613.0
665,22,1.0,148249.0
666,25,1.0,118450.0
667,50,1.0,76763.0
668,65,1.0,81707.0
669,37,1.0,92129.0
670,26,1.0,51910.0
671,25,1.0,179375.0
672,53,1.0,104695.0
673,39,1.0,182346.0
674,39,1.0,149766.0
675,33,1.0,64504.0
676,69,1.0,87101.0
677,40,1.0,231747.0
678,58,1.0,111220.0
679,60,1.0,37173.0
680,23,1.0,164367.0
681,33,1.0,92140.0
682,69,1.0,121759.0
683,68,1.0,59546.0
684,42,1.0,13063.0
685,28,1.0,150319.0
686,36,1.0,114209.0
687,72,1.0,107310.0
688,57,1.0,231528.0
689,24,1.0,72685.0
690,59,1.0,150733.0
691,28,1.0,208449.0
692,36,1.0,119190.0
693,46,1.0,190770.0
694,39,1.0,144270.0
695,58,1.0,94241.0
696,28,1.0,227695.0
697,68,1.0,100427.0
698,52,1.0,120119.0
699,36,1.0,165460.0
700,72,1.0,152468.0
701,46,1.0,132998.0
702,42,1.0,175615.0
703,21,1.0,176500.0
704,74,1.0,137080.0
705,66,1.0,131337.0
706,29,1.0,49525.0
707,72,1.0,180617.0
708,63,1.0,247864.0
709,43,1.0,79798.0
710,71,1.0,58061.0
711,50,1.0,235477.0
712,57,1.0,108611.0
713,30,1.0,176143.0
714,26,1.0,123058.0
715,49,1.0,145037.0
716,37,1.0,90141.0
717,73,1.0,194959.0
718,24,1.0,130962.0
719,61,1.0,125686.0
720,53,1.0,144608.0
721,68,1.0,235000.0
722,74,1.0,206396.0
723,67,1.0,24376.0
724,40,1.0,96193.0
725,58,1.0,46972.0
726,28,1.0,228867.0
727,46,1.0,69098.0
728,34,1.0,193991.0
729,33,1.0,157505.0
730,51,1.0,194082.0
731,26,1.0,170633.0
732,51,1.0,79014.0
733,42,1.0,129587.0
734,32,1.0,51376.0
735,50,1.0,65562.0
736,61,1.0,39824.0
737,53,1.0,220256.0
738,24,1.0,78560.0
739,50,1.0,41555.0
740,54,1.0,67833.0
741,57,1.0,73159.0
742,43,1.0,40078.0
743,25,1.0,177406.0
744,26,1.0,169944.0
745,38,1.0,151427.0
746,54,1.0,218612.0
747,60,1.0,22947.0
748,57,1.0,155679.0
749,37,1.0,151120.0
750,44,1.0,182068.0
751,22,1.0,88139.0
752,63,1.0,112221.0
753,39,1.0,91320.0
754,48,1.0,103682.0
755,44,1.0,163611.0
756,35,1.0,71993.0
757,29,1.0,218321.0
758,72,1.0,248529.0
759,26,1.0,112242.0
760,71,1.0,247791.0
761,26,1.0,125705.0
762,25,1.0,14757.0
763,69,1.0,226586.0
764,72,1.0,90734.0
765,69,1.0,24507.0
766,62,1.0,54250.0
767,47,1.0,183782.0
768,25,1.0,65923.0
769,52,1.0,185983.0
770,48,1.0,209585.0
771,60,1.0,228421.0
772,21,1.0,227497.0
773,24,1.0,53336.0
774,52,1.0,144042.0
775,67,1.0,222003.0
776,71,1.0,68316.0
777,51,1.0,249790.0
778,40,1.0,186731.0
779,45,1.0,234092.0
780,47,1.0,84603.0
781,54,1.0,58631.0
782,32,1.0,237911.0
783,41,1.0,77591.0
784,49,1.0,227026.0
785,66,1.0,50850.0
786,64,1.0,96034.0
787,61,1.0,160868.0
788,31,1.0,228854.0
789,42,1.0,120716.0
790,50,1.0,153799.0
791,73,1.0,88326.0
792,39,1.0,56861.0
793,70,1.0,187762.0
794,61,1.0,186367.0
795,54,1.0,217371.0
796,58,1.0,46165.0
797,63,1.0,24066.0
798,58,1.0,160055.0
799,56,1.0,127314.0
800,40,1.0,160165.0
801,43,1.0,67308.0
802,52,1.0,208147.0
803,66,1.0,116779.0
804,55,1.0,172554.0
805,74,1.0,56800.0
806,57,1.0,21912.0
807,42,1.0,95907.0
808,51,1.0,112220.0
809,54,1.0,113095.0
810,67,1.0,67453.0
811,34,1.0,122176.0
812,33,1.0,131380.0
813,31,1.0,78737.0
814,23,1.0,89688.0
815,57,1.0,144262.0
816,72,1.0,20747.0
817,53,1.0,19907.0
818,23,1.0,113809.0
819,40,1.0,25044.0
820,69,1.0,189141.0
821,22,1.0,150839.0
822,53,1.0,16303.0
823,44,1.0,89079.0
824,70,1.0,31110.0
825,48,1.0,227499.0
826,51,1.0,84578.0
827,59,1.0,101724.0
828,65,1.0,198913.0
829,48,1.0,61938.0
830,59,1.0,59894.0
831,64,1.0,203746.0
832,48,1.0,137939.0
833,59,1.0,71581.0
834,39,1.0,47857.0
835,39,1.0,199960.0
836,20,1.0,58940.0
837,56,1.0,127869.0
838,33,1.0,55612.0
839,64,1.0,100159.0
840,72,1.0,30135.0
841,68,1.0,12443.0
842,35,1.0,148392.0
843,55,1.0,146611.0
844,61,1.0,55543.0
845,47,1.0,57367.0
846,47,1.0,195557.0
847,44,1.0,117191.0
848,36,1.0,154965.0
849,51,1.0,77170.0
850,74,1.0,150673.0
851,32,1.0,110377.0
852,22,1.0,75830.0
853,23,1.0,142882.0
854,52,1.0,26612.0
855,34,1.0,40405.0
856,45,1.0,116409.0
857,72,1.0,83890.0
858,24,1.0,203652.0
859,29,1.0,57186.0
860,31,1.0,42165.0
861,45,1.0,26008.0
862,58,1.0,205985.0
863,30,1.0,216447.0
864,25,1.0,226275.0
865,24,1.0,222873.0
866,64,1.0,219741.0
867,21,1.0,243968.0
868,54,1.0,105577.0
869,51,1.0,167949.0
870,25,1.0,20065.0
871,50,1.0,217894.0
872,35,1.0,44840.0
873,48,1.0,173660.0
874,27,1.0,88335.0
875,56,1.0,151076.0
876,63,1.0,200359.0
877,20,1.0,132128.0
878,49,1.0,238126.0
879,55,1.0,84220.0
880,20,1.0,144481.0
881,59,1.0,215916.0
882,49,1.0,142366.0
883,36,1.0,138260.0
884,46,1.0,102747.0
885,57,1.0,196656.0
886,55,1.0,96204.0
887,62,1.0,69534.0
888,21,1.0,40875.0
889,63,1.0,112586.0
890,21,1.0,78626.0
891,55,1.0,247511.0
892,39,1.0,156657.0
893,23,1.0,248201.0
894,57,1.0,176879.0
895,50,1.0,213427.0
896,56,1.0,36882.0
897,40,1.0,175947.0
898,35,1.0,38434.0
899,54,1.0,45144.0
900,31,1.0,28567.0
901,64,1.0,159700.0
902,57,1.0,166127.0
903,74,1.0,79680.0
904,21,1.0,224900.0
905,52,1.0,231618.0
906,50,1.0,203168.0
907,67,1.0,160256.0
908,43,1.0,153458.0
909,71,1.0,104323.0
910,33,1.0,119527.0
911,66,1.0,43877.0
912,48,1.0,239373.0
913,71,1.0,151440.0
914,31,1.0,101232.0
915,34,1.0,58415.0
916,51,1.0,107629.0
917,50,1.0,50281.0
918,28,1.0,201535.0
919,55,1.0,183293.0
920,42,1.0,189154.0
921,28,1.0,174291.0
922,48,1.0,224576.0
923,58,1.0,53744.0
924,21,1.0,135922.0
925,70,1.0,158057.0
926,53,1.0,245617.0
927,34,1.0,97023.0
928,61,1.0,76425.0
929,66,1.0,24186.0
930,72,1.0,242841.0
931,63,1.0,70834.0
932,31,1.0,36693.0
933,29,1.0,225222.0
934,31,1.0,233554.0
935,68,1.0,139909.0
936,36,1.0,75118.0
937,38,1.0,128617.0
938,68,1.0,36695.0
939,31,1.0,41974.0
940,42,1.0,125110.0
941,36,1.0,212542.0
942,36,1.0,44651.0
943,52,1.0,164550.0
944,60,1.0,89932.0
945,34,1.0,23422.0
946,22,1.0,70473.0
947,55,1.0,26598.0
948,50,1.0,55088.0
949,56,1.0,83238.0
950,44,1.0,51648.0
951,62,1.0,106946.0
952,54,1.0,10753.0
953,61,1.0,16957.0
954,60,1.0,193683.0
955,47,1.0,196456.0
956,37,1.0,102021.0
957,52,1.0,245891.0
958,55,1.0,75553.0
959,51,1.0,189393.0
960,48,1.0,116320.0
961,38,1.0,92056.0
962,27,1.0,79200.0
963,43,1.0,65161.0
964,68,1.0,169046.0
965,59,1.0,17118.0
966,61,1.0,227120.0
967,60,1.0,71067.0
968,70,1.0,125476.0
969,32,1.0,103774.0
970,59,1.0,237731.0
971,23,1.0,50410.0
972,33,1.0,97649.0
973,21,1.0,168814.0
974,43,1.0,77813.0
975,27,1.0,140714.0
976,41,1.0,16458.0
977,27,1.0,226518.0
978,21,1.0,211237.0
979,46,1.0,39812.0
980,42,1.0,184978.0
981,42,1.0,24687.0
982,39,1.0,231428.0
983,42,1.0,38797.0
984,20,1.0,96128.0
985,46,1.0,215820.0
986,66,1.0,59651.0
987,27,1.0,232736.0
988,27,1.0,170115.0
989,62,1.0,123944.0
990,47,1.0,39399.0
991,34,1.0,167614.0
992,63,1.0,151296.0
993,37,1.0,111354.0
994,53,1.0,106845.0
995,50,1.0,151399.0
996,29,1.0,108691.0
997,61,1.0,173968.0
998,54,1.0,114675.0
999,31,1.0,245134.0
1000,61,1.0,142971.0
1001,54,1.0,43790.0
1002,67,1.0,242338.0
1003,65,1.0,246544.0
1004,37,1.0,248315.0
1005,71,1.0,83341.0
1006,21,1.0,92382.0
1007,38,1.0,11483.0
1008,53,1.0,223064.0
1009,49,1.0,180348.0
1010,32,1.0,77584.0
1011,30,1.0,54798.0
1012,62,1.0,223589.0
1013,68,1.0,95151.0
1014,57,1.0,145112.0
1015,49,1.0,47932.0
1016,62,1.0,52244.0
1017,33,1.0,103049.0
1018,73,1.0,70154.0
1019,26,1.0,63427.0
1020,52,1.0,107786.0
1021,38,1.0,60241.0
1022,69,1.0,236614.0
1023,33,1.0,150119.0
1024,55,1.0,20479.0
1025,28,1.0,62859.0
1026,29,1.0,117691.0
1027,42,1.0,113253.0
1028,63,1.0,174956.0
1029,35,1.0,195426.0
1030,58,1.0,146882.0
1031,51,1.0,95537.0
1032,73,1.0,55027.0
1033,36,1.0,18900.0
1034,33,1.0,24462.0
1035,69,1.0,108508.0
1036,38,1.0,10328.0
1037,31,1.0,91251.0
1038,65,1.0,11823.0
1039,64,1.0,216665.0
1040,23,1.0,60676.0
1041,67,1.0,169267.0
1042,54,1.0,224105.0
1043,35,1.0,223496.0
1044,49,1.0,207459.0
1045,33,1.0,162008.0
1046,29,1.0,63325.0
1047,27,1.0,111890.0
1048,29,1.0,108200.0
1049,52,1.0,151652.0
1050,64,1.0,103285.0
1051,46,1.0,32287.0
1052,20,1.0,20408.0
1053,43,1.0,107666.0
1054,61,1.0,218964.0
1055,65,1.0,179264.0
1056,60,1.0,83373.0
1057,40,1.0,234396.0
1058,55,1.0,167517.0
1059,23,1.0,211337.0
1060,42,1.0,207795.0
1061,49,1.0,159316.0
1062,21,1.0,235507.0
1063,20,1.0,117979.0
1064,64,1.0,198521.0
1065,32,1.0,58900.0
1066,26,1.0,236139.0
1067,52,1.0,185267.0
