mp_num,init_age,initial_pols_if,sum_assured
308,45,1.0,174476.0
309,63,1.0,36567.0
310,41,1.0,35492.0
311,57,1.0,187586.0
312,55,1.0,23249.0
313,33,1.0,204345.0
314,34,1.0,201076.0
315,23,1.0,43934.0
316,27,1.0,134411.0
317,43,1.0,33190.0
318,46,1.0,161817.0
319,29,1.0,25103.0
320,42,1.0,236675.0
321,53,1.0,59855.0
322,32,1.0,173895.0
323,38,1.0,40790.0
324,40,1.0,60303.0
325,47,1.0,118228.0
326,40,1.0,147543.0
327,60,1.0,249727.0
328,38,1.0,16222.0
329,43,1.0,10075.0
330,40,1.0,94088.0
331,30,1.0,97878.0
332,57,1.0,222121.0
333,32,1.0,229020.0
334,36,1.0,221326.0
335,63,1.0,44363.0
336,72,1.0,108905.0
337,56,1.0,189012.0
338,70,1.0,85027.0
339,66,1.0,169177.0
340,46,1.0,66914.0
341,62,1.0,87621.0
342,38,1.0,216503.0
343,45,1.0,70122.0
344,49,1.0,241438.0
345,72,1.0,83502.0
346,66,1.0,15647.0
347,46,1.0,71176.0
348,55,1.0,51089.0
349,31,1.0,131638.0
350,64,1.0,37052.0
351,50,1.0,160252.0
352,49,1.0,219976.0
353,62,1.0,97005.0
354,54,1.0,50438.0
355,23,1.0,106006.0
356,35,1.0,198632.0
357,29,1.0,151957.0
358,60,1.0,34274.0
359,21,1.0,138925.0
360,31,1.0,122340.0
361,52,1.0,88507.0
362,58,1.0,36439.0
363,47,1.0,245467.0
364,67,1.0,52250.0
365,70,1.0,56258.0
366,27,1.0,44940.0
367,72,1.0,146846.0
368,53,1.0,116481.0
369,54,1.0,69894.0
370,25,1.0,113062.0
371,54,1.0,171645.0
372,59,1.0,77608.0
373,51,1.0,229659.0
374,24,1.0,83523.0
375,48,1.0,57563.0
376,71,1.0,239096.0
377,59,1.0,204535.0
378,27,1.0,92353.0
379,72,1.0,211944.0
380,72,1.0,134515.0
381,29,1.0,93221.0
382,64,1.0,211507.0
383,42,1.0,190520.0
384,52,1.0,81490.0
385,44,1.0,155603.0
386,63,1.0,98654.0
387,74,1.0,10252.0
388,63,1.0,240836.0
389,71,1.0,141911.0
390,72,1.0,153624.0
391,24,1.0,153974.0
392,33,1.0,142154.0
393,59,1.0,79611.0
394,52,1.0,243178.0
395,22,1.0,159200.0
396,25,1.0,171021.0
397,48,1.0,119150.0
398,53,1.0,79087.0
399,29,1.0,25444.0
400,29,1.0,94055.0
401,27,1.0,52263.0
402,51,1.0,168901.0
403,20,1.0,220961.0
404,51,1.0,82661.0
405,46,1.0,89892.0
406,45,1.0,170887.0
407,57,1.0,45825.0
408,48,1.0,233065.0
409,60,1.0,97323.0
410,62,1.0,34288.0
411,70,1.0,51924.0
412,63,1.0,233859.0
413,48,1.0,69309.0
414,47,1.0,168945.0
415,32,1.0,47480.0
416,52,1.0,56584.0
417,27,1.0,221017.0
418,71,1.0,45528.0
419,66,1.0,14500.0
420,26,1.0,130296.0
421,63,1.0,217054.0
422,26,1.0,88238.0
423,59,1.0,40759.0
424,24,1.0,245735.0
425,46,1.0,172417.0
426,56,1.0,214166.0
427,60,1.0,190513.0
428,43,1.0,177578.0
429,70,1.0,102295.0
430,62,1.0,87842.0
431,31,1.0,182070.0
432,56,1.0,182011.0
433,60,1.0,238141.0
434,38,1.0,146478.0
435,60,1.0,80709.0
436,69,1.0,127487.0
437,64,1.0,157291.0
438,61,1.0,112415.0
439,54,1.0,199872.0
440,34,1.0,150307.0
441,63,1.0,12265.0
442,40,1.0,146762.0
443,49,1.0,162065.0
444,37,1.0,229663.0
445,37,1.0,109293.0
446,28,1.0,147872.0
447,72,1.0,123999.0
448,28,1.0,137598.0
449,24,1.0,26153.0
450,71,1.0,225348.0
451,50,1.0,228499.0
452,44,1.0,141534.0
453,60,1.0,143573.0
454,41,1.0,23813.0
455,27,1.0,153508.0
456,60,1.0,112996.0
457,29,1.0,180170.0
458,50,1.0,21310.0
459,72,1.0,180613.0
460,71,1.0,78855.0
461,39,1.0,166409.0
462,62,1.0,160510.0
463,53,1.0,64442.0
464,46,1.0,115709.0
465,27,1.0,210552.0
466,40,1.0,155342.0
467,55,1.0,26497.0
468,74,1.0,116298.0
469,20,1.0,84825.0
470,59,1.0,163995.0
471,66,1.0,157495.0
472,72,1.0,12496.0
473,43,1.0,155847.0
474,26,1.0,186364.0
475,34,1.0,194495.0
476,66,1.0,24154.0
477,68,1.0,82878.0
478,55,1.0,111106.0
479,26,1.0,53145.0
480,26,1.0,110976.0
481,46,1.0,27071.0
482,52,1.0,37172.0
483,21,1.0,170487.0
484,57,1.0,73017.0
485,49,1.0,180737.0
486,20,1.0,21546.0
487,25,1.0,145049.0
488,44,1.0,103948.0
489,59,1.0,201273.0
490,65,1.0,198148.0
491,43,1.0,100134.0
492,36,1.0,159451.0
493,73,1.0,64612.0
494,45,1.0,149298.0
495,37,1.0,29504.0
496,44,1.0,114305.0
497,20,1.0,53855.0
498,36,1.0,222011.0
499,48,1.0,116776.0
500,70,1.0,151786.0
501,60,1.0,96492.0
502,62,1.0,79298.0
503,49,1.0,58701.0
504,26,1.0,228849.0
505,41,1.0,201872.0
506,74,1.0,41983.0
507,22,1.0,189214.0
508,68,1.0,110447.0
509,57,1.0,13695.0
510,35,1.0,136808.0
511,62,1.0,41211.0
512,66,1.0,60384.0
513,22,1.0,177050.0
514,25,1.0,71714.0
515,56,1.0,224053.0
516,74,1.0,167721.0
517,21,1.0,209748.0
518,56,1.0,157645.0
519,27,1.0,218524.0
520,55,1.0,96804.0
521,54,1.0,141794.0
522,24,1.0,133814.0
523,57,1.0,226910.0
524,69,1.0,49580.0
525,67,1.0,148735.0
526,21,1.0,191063.0
527,33,1.0,98812.0
528,33,1.0,218220.0
529,44,1.0,99524.0
530,27,1.0,51594.0
531,66,1.0,150172.0
532,62,1.0,110936.0
533,64,1.0,13646.0
534,30,1.0,26761.0
535,20,1.0,56867.0
536,70,1.0,194639.0
537,35,1.0,224089.0
538,56,1.0,140954.0
539,70,1.0,35336.0
540,21,1.0,138261.0
541,20,1.0,215345.0
542,20,1.0,189875.0
543,28,1.0,79864.0
544,22,1.0,39734.0
545,65,1.0,226164.0
546,53,1.0,214981.0
547,73,1.0,22892.0
548,64,1.0,207682.0
549,72,1.0,33331.0
550,33,1.0,25188.0
551,35,1.0,192064.0
552,66,1.0,138715.0
553,33,1.0,109492.0
554,23,1.0,226927.0
555,56,1.0,211433.0
556,64,1.0,23830.0
557,73,1.0,157861.0
558,71,1.0,195344.0
559,26,1.0,142118.0
560,62,1.0,245921.0
561,66,1.0,174651.0
562,58,1.0,34994.0
563,65,1.0,57592.0
564,66,1.0,208299.0
565,44,1.0,249222.0
566,22,1.0,33601.0
567,45,1.0,34079.0
568,31,1.0,193213.0
569,26,1.0,25445.0
570,26,1.0,26454.0
571,58,1.0,223316.0
572,47,1.0,202108.0
573,49,1.0,221575.0
574,60,1.0,166123.0
575,50,1.0,87409.0
576,54,1.0,227515.0
577,24,1.0,81694.0
578,66,1.0,76123.0
579,44,1.0,222736.0
580,28,1.0,173397.0
581,64,1.0,224961.0
582,60,1.0,47416.0
583,22,1.0,238551.0
584,30,1.0,157058.0
585,20,1.0,170328.0
586,34,1.0,229375.0
587,25,1.0,101381.0
588,59,1.0,182698.0
589,48,1.0,163682.0
590,73,1.0,199061.0
591,61,1.0,225266.0
592,53,1.0,173215.0
593,48,1.0,26233.0
594,22,1.0,53954.0
595,23,1.0,238955.0
596,53,1.0,242476.0
597,20,1.0,242179.0
598,22,1.0,18832.0
599,32,1.0,101788.0
600,68,1.0,192321.0
601,45,1.0,190693.0
602,59,1.0,30618.0
603,42,1.0,156277.0
604,29,1.0,44289.0
605,40,1.0,128370.0
606,25,1.0,67525.0
607,62,1.0,22759.0
608,30,1.0,29205.0
609,40,1.0,228614.0
610,73,1.0,188715.0
611,52,1.0,233638.0
612,45,1.0,122798.0
613,49,1.0,109190.0
614,63,1.0,96018.0
615,33,1.0,157914.0
616,55,1.0,94374.0
617,67,1.0,189106.0
618,51,1.0,202316.0
619,44,1.0,220203.0
620,27,1.0,68272.0
621,33,1.0,136485.0
622,72,1.0,63627.0
623,49,1.0,19013.0
624,36,1.0,179878.0
625,43,1.0,141756.0
626,51,1.0,183743.0
627,49,1.0,31029.0
628,58,1.0,248926.0
629,34,1.0,248644.0
630,55,1.0,121600.0
631,44,1.0,217854.0
632,71,1.0,68456.0
633,28,1.0,187016.0
634,28,1.0,221014.0
635,45,1.0,205520.0
636,47,1.0,204826.0
637,57,1.0,121126.0
638,42,1.0,206798.0
639,70,1.0,175769.0
640,46,1.0,41788.0
641,27,1.0,37404.0
642,26,1.0,195261.0
643,73,1.0,160111.0
644,27,1.0,134650.0
645,72,1.0,227743.0
646,35,1.0,168302.0
647,25,1.0,105075.0
648,36,1.0,109344.0
649,53,1.0,155259.0
650,43,1.0,192466.0
651,63,1.0,145445.0
652,53,1.0,132103.0
653,42,1.0,184456.0
654,54,1.0,179263.0
655,73,1.0,209283.0
656,42,1.0,25012.0
657,28,1.0,191189.0
658,42,1.0,133303.0
659,66,1.0,27926.0
660,31,1.0,172962.0
661,72,1.0,181970.0
662,52,1.0,135671.0
663,53,1.0,200512.0
664,37,1.0,82060.0
665,70,1.0,58458.0
666,21,1.0,94176.0
667,36,1.0,108412.0
668,43,1.0,177024.0
669,46,1.0,212925.0
670,46,1.0,183020.0
671,28,1.0,51757.0
672,32,1.0,97892.0
673,25,1.0,48019.0
674,51,1.0,174814.0
675,39,1.0,69561.0
676,51,1.0,136093.0
677,52,1.0,200039.0
678,58,1.0,171025.0
679,50,1.0,81610.0
680,55,1.0,89888.0
681,52,1.0,166807.0
682,55,1.0,141872.0
683,53,1.0,33134.0
684,37,1.0,219758.0
685,33,1.0,133027.0
686,63,1.0,123607.0
687,38,1.0,57625.0
688,50,1.0,100479.0
689,30,1.0,89878.0
690,43,1.0,74977.0
691,49,1.0,146178.0
692,54,1.0,120946.0
693,48,1.0,223407.0
694,39,1.0,235923.0
695,72,1.0,62674.0
696,48,1.0,34025.0
697,64,1.0,198481.0
698,60,1.0,248767.0
699,50,1.0,217264.0
700,68,1.0,15687.0
701,27,1.0,70303.0
702,70,1.0,20402.0
703,66,1.0,206987.0
704,47,1.0,149538.0
705,60,1.0,133292.0
706,48,1.0,143068.0
707,34,1.0,70588.0
708,63,1.0,154393.0
709,33,1.0,17360.0
710,37,1.0,165043.0
711,48,1.0,186264.0
712,66,1.0,171526.0
713,41,1.0,89708.0
714,47,1.0,208303.0
715,22,1.0,181731.0
716,26,1.0,40791.0
717,23,1.0,56835.0
718,23,1.0,162906.0
719,67,1.0,79460.0
720,66,1.0,38664.0
721,65,1.0,47193.0
722,23,1.0,49748.0
723,24,1.0,124670.0
724,35,1.0,155773.0
725,51,1.0,52337.0
726,38,1.0,180999.0
727,46,1.0,77443.0
728,29,1.0,84774.0
729,60,1.0,63640.0
730,37,1.0,198449.0
731,23,1.0,240355.0
732,60,1.0,128200.0
733,69,1.0,20087.0
734,20,1.0,72537.0
735,44,1.0,47932.0
736,65,1.0,212263.0
737,58,1.0,30365.0
738,67,1.0,241954.0
739,42,1.0,151243.0
740,40,1.0,134258.0
741,59,1.0,213364.0
742,28,1.0,16611.0
743,33,1.0,196517.0
744,53,1.0,37985.0
745,56,1.0,211787.0
746,26,1.0,137002.0
747,47,1.0,24671.0
748,40,1.0,209979.0
749,47,1.0,16555.0
750,72,1.0,43209.0
751,24,1.0,201478.0
752,74,1.0,121569.0
753,44,1.0,221533.0
754,62,1.0,162503.0
755,43,1.0,159647.0
756,37,1.0,80136.0
757,62,1.0,42083.0
758,57,1.0,240681.0
759,27,1.0,35151.0
760,58,1.0,136963.0
761,61,1.0,75416.0
762,41,1.0,73394.0
763,70,1.0,152701.0
764,55,1.0,201504.0
765,38,1.0,196523.0
766,20,1.0,218512.0
767,57,1.0,80297.0
768,31,1.0,121780.0
769,61,1.0,12240.0
770,48,1.0,189246.0
771,45,1.0,82562.0
772,29,1.0,144758.0
773,59,1.0,50632.0
774,29,1.0,206656.0
775,42,1.0,206145.0
776,65,1.0,220589.0
777,70,1.0,21025.0
778,74,1.0,248190.0
779,72,1.0,69467.0
780,50,1.0,84264.0
781,31,1.0,69841.0
782,66,1.0,74208.0
783,64,1.0,142639.0
784,74,1.0,67555.0
785,55,1.0,104505.0
786,27,1.0,167346.0
787,47,1.0,210646.0
788,44,1.0,176258.0
789,66,1.0,152637.0
790,41,1.0,45455.0
791,38,1.0,205868.0
792,24,1.0,18946.0
793,65,1.0,73406.0
794,61,1.0,23694.0
795,22,1.0,170183.0
796,43,1.0,98409.0
797,46,1.0,166492.0
798,45,1.0,93287.0
799,70,1.0,119378.0
800,28,1.0,119911.0
801,36,1.0,20939.0
802,29,1.0,113254.0
803,33,1.0,163855.0
804,69,1.0,141053.0
805,71,1.0,28068.0
806,22,1.0,170333.0
807,54,1.0,84127.0
808,32,1.0,13464.0
809,30,1.0,47343.0
810,36,1.0,129414.0
811,30,1.0,84496.0
812,46,1.0,176652.0
813,74,1.0,67757.0
814,52,1.0,195471.0
815,59,1.0,78755.0
816,47,1.0,159007.0
817,20,1.0,201812.0
818,24,1.0,102533.0
819,34,1.0,21233.0
820,33,1.0,138507.0
821,66,1.0,248898.0
822,66,1.0,242558.0
823,66,1.0,63045.0
824,55,1.0,191367.0
825,50,1.0,92788.0
826,55,1.0,48465.0
827,42,1.0,169820.0
828,56,1.0,130208.0
829,63,1.0,139415.0
830,61,1.0,208574.0
831,53,1.0,90770.0
832,23,1.0,170103.0
833,59,1.0,97886.0
834,40,1.0,20254.0
835,60,1.0,100724.0
836,49,1.0,238008.0
837,68,1.0,125983.0
838,38,1.0,35975.0
839,71,1.0,175078.0
840,66,1.0,241211.0
841,38,1.0,227907.0
842,46,1.0,147271.0
843,49,1.0,100307.0
844,62,1.0,149363.0
845,57,1.0,205823.0
846,66,1.0,216697.0
847,40,1.0,206523.0
848,47,1.0,119314.0
849,43,1.0,38526.0
850,70,1.0,146602.0
851,36,1.0,47543.0
852,52,1.0,24630.0
853,26,1.0,129680.0
854,66,1.0,167290.0
855,41,1.0,214995.0
856,38,1.0,197881.0
857,52,1.0,215738.0
858,47,1.0,192417.0
859,66,1.0,178777.0
860,49,1.0,12433.0
861,48,1.0,160265.0
862,25,1.0,38916.0
863,21,1.0,24080.0
864,41,1.0,47539.0
865,74,1.0,207590.0
866,70,1.0,188524.0
867,54,1.0,237705.0
868,54,1.0,244954.0
869,41,1.0,224388.0
870,29,1.0,41902.0
871,20,1.0,220812.0
872,38,1.0,211273.0
873,37,1.0,219061.0
874,30,1.0,46405.0
875,34,1.0,38030.0
876,21,1.0,231714.0
877,53,1.0,51718.0
878,71,1.0,98469.0
879,57,1.0,119436.0
880,44,1.0,39866.0
881,43,1.0,14952.0
882,36,1.0,248582.0
883,27,1.0,220398.0
884,52,1.0,228961.0
885,51,1.0,78295.0
886,20,1.0,62824.0
887,42,1.0,112208.0
888,35,1.0,118797.0
889,29,1.0,11344.0
890,58,1.0,197021.0
891,48,1.0,249200.0
892,54,1.0,136886.0
893,59,1.0,103182.0
894,73,1.0,104260.0
895,64,1.0,33059.0
896,54,1.0,73879.0
897,68,1.0,130512.0
898,46,1.0,113644.0
899,74,1.0,140808.0
900,61,1.0,213776.0
901,55,1.0,64058.0
902,69,1.0,16639.0
903,48,1.0,19174.0
904,59,1.0,42201.0
905,35,1.0,146916.0
906,72,1.0,203964.0
907,54,1.0,222833.0
908,63,1.0,162427.0
909,45,1.0,106754.0
910,67,1.0,47084.0
911,24,1.0,106340.0
912,26,1.0,89780.0
913,47,1.0,218806.0
914,60,1.0,126813.0
915,64,1.0,64287.0
916,44,1.0,79312.0
917,55,1.0,42753.0
918,50,1.0,230461.0
919,72,1.0,22083.0
920,55,1.0,13083.0
921,42,1.0,53917.0
922,73,1.0,204610.0
923,25,1.0,135632.0
924,74,1.0,160202.0
925,28,1.0,95856.0
926,35,1.0,26483.0
927,65,1.0,215478.0
928,60,1.0,56055.0
929,73,1.0,17934.0
930,61,1.0,147449.0
931,55,1.0,29989.0
932,39,1.0,32983.0
933,20,1.0,202090.0
934,26,1.0,127986.0
935,36,1.0,67962.0
936,22,1.0,93670.0
937,47,1.0,185018.0
938,62,1.0,25925.0
939,72,1.0,37955.0
940,46,1.0,157903.0
941,68,1.0,155673.0
942,74,1.0,243391.0
943,67,1.0,99892.0
944,45,1.0,25619.0
945,37,1.0,139009.0
946,73,1.0,163203.0
947,33,1.0,43505.0
948,42,1.0,142687.0
949,24,1.0,57464.0
950,63,1.0,212735.0
951,55,1.0,210439.0
952,24,1.0,113111.0
953,32,1.0,242018.0
954,50,1.0,245146.0
955,49,1.0,41020.0
956,64,1.0,98251.0
957,34,1.0,154077.0
958,70,1.0,30361.0
959,44,1.0,101837.0
960,65,1.0,72681.0
961,33,1.0,238492.0
962,22,1.0,108781.0
963,23,1.0,193041.0
964,40,1.0,102809.0
965,72,1.0,41635.0
966,22,1.0,217156.0
967,40,1.0,10100.0
968,26,1.0,23426.0
969,71,1.0,97452.0
970,57,1.0,174856.0
971,61,1.0,92009.0
972,59,1.0,25915.0
973,56,1.0,86282.0
974,62,1.0,68795.0
975,20,1.0,11301.0
976,67,1.0,138352.0
977,60,1.0,37995.0
978,60,1.0,78999.0
979,41,1.0,163886.0
980,64,1.0,184028.0
981,41,1.0,73229.0
982,22,1.0,89006.0
983,69,1.0,69258.0
984,32,1.0,239653.0
985,25,1.0,55725.0
986,54,1.0,53963.0
987,32,1.0,116808.0
988,67,1.0,55434.0
989,44,1.0,47610.0
990,20,1.0,33011.0
991,72,1.0,163641.0
992,48,1.0,156900.0
993,34,1.0,166039.0
994,57,1.0,195592.0
995,49,1.0,88326.0
996,21,1.0,230422.0
997,61,1.0,185969.0
998,42,1.0,203130.0
999,58,1.0,183031.0
1000,69,1.0,96029.0
1001,53,1.0,77928.0
1002,56,1.0,111404.0
1003,34,1.0,33287.0
1004,33,1.0,118307.0
1005,42,1.0,20354.0
1006,66,1.0,10947.0
1007,48,1.0,233560.0
1008,39,1.0,175441.0
1009,62,1.0,144843.0
1010,66,1.0,91864.0
1011,69,1.0,146929.0
1012,36,1.0,223978.0
1013,59,1.0,166571.0
1014,52,1.0,154596.0
1015,44,1.0,120449.0
1016,41,1.0,92967.0
1017,26,1.0,177651.0
1018,35,1.0,245435.0
1019,50,1.0,111942.0
1020,68,1.0,104129.0
1021,67,1.0,112747.0
1022,30,1.0,112131.0
1023,57,1.0,247750.0
1024,24,1.0,179627.0
1025,57,1.0,96204.0
1026,38,1.0,99161.0
1027,44,1.0,113391.0
1028,59,1.0,18811.0
1029,43,1.0,136676.0
1030,64,1.0,204731.0
1031,49,1.0,168536.0
1032,74,1.0,57621.0
1033,55,1.0,184728.0
1034,36,1.0,182670.0
1035,62,1.0,73009.0
1036,42,1.0,159490.0
1037,49,1.0,156628.0
1038,27,1.0,211549.0
1039,26,1.0,42657.0
1040,51,1.0,56761.0
1041,30,1.0,126633.0
1042,74,1.0,20595.0
1043,67,1.0,109743.0
1044,58,1.0,199173.0
1045,60,1.0,45691.0
1046,52,1.0,120388.0
1047,23,1.0,247545.0
1048,41,1.0,131421.0
1049,47,1.0,129598.0
1050,70,1.0,144110.0
1051,32,1.0,54641.0
1052,47,1.0,45319.0
1053,38,1.0,172565.0
1054,27,1.0,104984.0
1055,25,1.0,79578.0
1056,40,1.0,17534.0
1057,24,1.0,213052.0
1058,23,1.0,17759.0
1059,39,1.0,189996.0
1060,31,1.0,101677.0
1061,50,1.0,153685.0
1062,20,1.0,69443.0
1063,36,1.0,47296.0
1064,44,1.0,138013.0
1065,72,1.0,176948.0
1066,54,1.0,56918.0
1067,68,1.0,114726.0
